line_no,is_ainu_line,num_tokens,ngram_size,num_ngrams,num_pred_target_ngrams,num_pred_non_target_ngrams,non_target_labels_set,non_target_ngram_samples,text
919,True,7,2,6,6,0,,,puyar harkiso wa puyar siso wa ki.
920,True,1,2,1,1,0,,,"ora,"
921,True,2,2,1,1,0,,,“puyar ...
922,True,8,2,7,7,0,,,itomunpuyar or_ ta ka a= racitkere yak pirka.
923,True,7,2,6,6,0,,,ora apapa ta ne yakka a= racitkere.
924,True,8,2,7,7,0,,,"soy un apapa ta ka ki yak pirka."""
925,True,5,2,4,4,0,,,sekor a= kor huci hawean.
926,True,5,2,4,4,0,,,"a= racitkere ruwe ne akusu,"
927,True,10,2,9,9,0,,,ora a= kor huci hopuni hine soyene hine sem ...
928,True,12,2,11,11,0,,,"sem uturu wano ... sem apa otkeotke kor pewtanke kor ahun hine,"
929,True,8,2,7,7,0,,,siso ... cise onnay an apa siso ...
930,True,6,2,5,5,0,,,"osisoun an ikuspe ouskehe otkeotke kor,"
931,True,6,2,5,5,0,,,"homar pewtanke ki kor ek h_ine,"
932,True,6,2,5,5,0,,,siso turasi wa inumpe otkeotke kor
933,True,7,2,6,6,0,,,"inumpe euko… eukopayta hopitare hine soyene hine,"
934,True,12,2,11,11,0,,,"suy soy un apa or un ne wano otkeotke kor ahun h_ine,"
935,True,13,2,12,12,0,,,"harkiso wa an ikuspe ouskehe otkeotke kor homar pewtanke ki kor ahun h_ine,"
936,True,9,2,8,8,0,,,"oharkisoun hepitare hine oraun oka =an ruwe ne akusu,"
937,True,6,2,5,5,0,,,sironuman akusu orano cise soy cikisokiso.
938,True,18,2,17,17,0,,,"neppo an pe ki p hawas ruwe ne akusu, orano nep tumikor hum ne ya sorekusu tumikor orano,"
939,True,5,2,4,4,0,,,"""ene okay pe a= sitoma."
940,True,10,2,9,9,0,,,hinta teeta kane topattumi or_ ta a= arustekka uske ta
941,True,10,2,9,9,0,,,hinta oka kuni a= kor nispa ramu kusu he an.
942,True,16,2,15,15,0,,,"i= siren wa arki =an akusu ora ray ne yakka raysinnaisam a= ki humi ene oka."""
943,True,8,2,7,7,0,,,sekor hawoka kor pewtanke pa p ka oka.
944,True,8,2,7,7,0,,,"ukoparaparak pa ayne okake an ruwe ne hine,"
945,True,6,2,5,5,0,,,"ora rapokke sirpeker ruwe ne akusu,"
946,True,6,2,5,5,0,,,a= kor huci ene hawean h_i.
947,True,16,2,15,15,0,,,"""teeta kane tan a= kor Iskar hontomo ta a= poutari tu irwak ne hine okay pe,"
948,True,11,2,10,10,0,,,'iteki eci= ukotumuwen no a= kor wa okay pe eci= ukousaraye
949,True,6,2,5,5,0,,,tun eci= ne na. ki na.'
950,True,11,2,10,10,0,,,"sekor a= hekote ekasi hawean kor i= hoppa ruwe ne akusu,"
951,True,6,2,5,5,0,,,kiyanne a= po ene hawean h_i.
952,True,10,2,9,9,0,,,"'a= kor Iskar hontomo ta a= akihi kotan kor yakne,"
953,True,8,2,7,7,0,,,orano unukar =an kor utaspa a= ki kor
954,True,9,2,8,8,0,,,"iramante oruspe ka a= eukoisoytak wa, kus ne kusu.'"
955,True,13,2,12,12,0,,,"sekor hawean kor sinrit kor pe upakno usaraye, poro a= poho ki hine,"
956,True,4,2,3,3,0,,,"te ta utar_ nimaraha,"
957,True,15,2,14,14,0,,,"te ta poro a= poho tura wa ek wa kotankar hine oka ruwe ne hine,"
958,True,19,2,18,18,0,,,"tu po poro a= poho kor siri a= nukar kor san =an h_ine an =an ruwe ne a p,"
959,True,10,2,9,9,0,,,"san =an ekari no a= kosmaci nuwap ruwe ne hine,"
960,True,9,2,8,8,0,,,"orano arpa =an ka eaykap no an =an rapokke,"
961,True,16,2,15,15,0,,,"a= kor oper e= ne wa a= e= kay easkay ora a= e= kay kane hine,"
962,True,12,2,11,11,0,,,tan nay turasi nep an pe kusu apkas =an ruwe ne yakun
963,True,14,2,13,13,0,,,"orano konto i= okake un sorekusu a= eramiskari aynu haw o... sinroyse kane ayne,"
964,True,5,2,4,4,0,,,nep haw ka isam no
965,True,11,2,10,10,0,,,"orano toska corpok ta a= e= kay wa nuynak =an wa,"
966,True,7,2,6,6,0,,,"orano korkoni tanepo hetukpa rapok ne kusu,"
967,True,11,2,10,10,0,,,korkoni a= kar wa a= kuykuy wa a= e= nunnunte h_ike
968,True,7,2,6,6,0,,,"e= ekirus ka somo ki wa kusu,"
969,True,7,2,6,6,0,,,ora konto hat … tanepo hat hetu...
970,True,7,2,6,6,0,,,"hat punkar or_ ta tanepo ki rapokke,"
971,True,13,2,12,12,0,,,"ne wa oka pa p a= kar wa, hat punkar a= kar wa,"
972,True,7,2,6,6,0,,,"a= kuykuy wa a= e= nunnunte kor_,"
973,True,7,2,6,6,0,,,"ne wa an pe e= ekirus wa,"
974,True,11,2,10,10,0,,,"orano konto kotan a= uhuyka wa isam pa p ne kus,"
975,True,6,2,5,5,0,,,orano te ta cisekar =an wa
976,True,17,2,16,16,0,,,orano emeske pon_ su ani a= kor huci suke wa a= e kor oka =an pe ne.
977,True,11,2,10,10,0,,,"te pak tasiro ka makiri ka a= kor pe ne kuskeraypo,"
978,True,7,2,6,6,0,,,"orano a= tasiro ani kiotuye =an wa,"
979,True,7,2,6,6,0,,,"tan pon cise poka a= kar wa,"
980,True,11,2,10,10,0,,,"orano oro ta a= e= resu poka eyaykorampetetne ruwe ne korka,"
981,True,4,2,3,3,0,,,"a= poho ka an,"
982,True,12,2,11,11,0,,,a= mippoutari ka oka korka kotan or un hosipi ka a= ruska.
983,True,5,2,4,4,0,,,'sorekusu kotan topattumi oyan yakun
984,True,9,2,8,8,0,,,nep ka i= hunara a= po hene ki wa.'
985,True,14,2,13,13,0,,,"sekor yaynu =an kusu, apkas ka somo a= ki no an =an ayne tane"
986,True,8,2,7,7,0,,,'onne =an wa makanak iki pa an kus.'
987,True,12,2,11,11,0,,,"sekor yaynu =an kor an =an rapokke suy tokap topattumi ne kusu,"
988,True,5,2,4,4,0,,,'nep ka ika sirus wa.'
989,True,7,2,6,6,0,,,"sekor yaynu pa kusu arki pa p,"
990,True,3,2,2,2,0,,,"hat punkar kamuy,"
991,True,10,2,9,9,0,,,"sorekusu kusu ani a= e= resu p hat ne kusu,"
992,True,8,2,7,7,0,,,"hat punkar, hat cise corpokke a= kar wa,"
993,True,7,2,6,6,0,,,"ne wa an hat cise or wa,"
994,True,13,2,12,12,0,,,a= kar wa kespa an kor hat a= kar sorekusu pirkano a= kar.
995,True,13,2,12,12,0,,,"tapne kane ne wa ne hi a= ye kor ki p ne kusu,"
996,True,8,2,7,7,0,,,hat poronno oka wa ani a= e= resu.
997,True,6,2,5,5,0,,,"mata ka ki p ne wa,"
998,True,8,2,7,7,0,,,"ki kusu hat punkar a= e= tuyere wa,"
999,True,6,2,5,5,0,,,"karip a= kar wa ne wa,"
1000,True,20,2,19,19,0,,,ne wa an hat punkar i= ka opiwki a karip a= kar pa p ani a= ronnu pa ruwe ne.
1001,True,12,2,11,11,0,,,"ora ne ene iki pa an kuni ka a= erampewtek ruwe ne."""
1002,True,6,2,5,5,0,,,sekor kane a= kor huci hawean.
1003,True,11,2,10,10,0,,,"cis a cis a kor a= kor huci hawean h_ine ora,"
1004,True,9,2,8,8,0,,,"kuneywa soyenpa =an h_ine inkar =an ruwe ne hi,"
1005,True,7,2,6,6,0,,,"hemanta oka kuni ramu pa kusu arki,"
1006,True,11,2,10,10,0,,,"honkor menoko apkas askay hekattar_ ne ya rupne aynu ne ya,"
1007,True,14,2,13,13,0,,,sorekus apkas askay pa p inne utar cise okari ray wa oka ruwe ne.
1008,True,1,2,1,1,0,,,"korka,"
1009,True,6,2,5,5,0,,,"""ene a= kar h_i ka isam."""
1010,True,6,2,5,5,0,,,"sekor a= kor huci hawean kor,"
1011,True,4,2,3,3,0,,,pasrota a pasrota a.
1012,True,11,2,10,10,0,,,"""sorekusu kamuy koypak pa p ne wa kusu ne hi ne."""
1013,True,12,2,11,11,0,,,"sekor kane a= kor huci hawean kor ki kor oka =an akusu,"
1014,True,9,2,8,8,0,,,"ne toho ta tokes esoyne aynu hum as kusu,"
1015,True,10,2,9,9,0,,,"soyene =an akusu tu okkaypo rupne sike ki pa p,"
1016,True,4,2,3,3,0,,,"soy ta oka h_ine,"
1017,True,7,2,6,6,0,,,"a= kor huci eun a= ye akusu,"
1018,True,3,2,2,2,0,,,"""ahupte yak pirka."""
1019,True,6,2,5,5,0,,,"sekor a= kor huci hawean h_ine,"
1020,True,5,2,4,4,0,,,"a= ahupte ruwe ne akusu,"
1021,True,13,2,12,12,0,,,"orano hine a= kor huci erankarap pa SITARI ki pa ruwe ne hine,"
1022,True,11,2,10,10,0,,,"orano a= kor huci onne korka sikihi pirka p ne kusu,"
1023,True,8,2,7,7,0,,,"ne okkaypo utar nukar_ rok nukar_ rok ayne,"
1024,True,19,2,18,18,0,,,"""somo a= kor pet hontomo kor a= poutarihi a= kar ... a= mippoutari somo eci= ne ruwe he an?"""
1025,True,5,2,4,4,0,,,"sekor hawean ruwe ne akusu,"
1026,True,15,2,14,14,0,,,"""a= kor pet hontomo ta a= onaha an, a= unuhu an h_ine oka =an h_ike,"
1027,True,7,2,6,6,0,,,"a= mataki an h_ike oka =an h_ike,"
1028,True,18,2,17,17,0,,,a= onaha a= acaha kotanuhu topattumi oyan yak a= ye sekor ha kor_ cis kor an h_i no
1029,True,6,2,5,5,0,,,"a= apkaste kus a= ye h_ike,"
1030,True,10,2,9,9,0,,,'apkas =an h_ikeka nep ka a= oyamokte ka somo ki.'
1031,True,2,2,1,1,0,,,sekor hawean.
1032,True,11,2,10,10,0,,,"mak ka ne hine tanto ne sap =an rusuy wa kusu,"
1033,True,6,2,5,5,0,,,"sap =an ruwe ne a p,"
1034,True,5,2,4,4,0,,,ene cise an wa ...
1035,True,6,2,5,5,0,,,"hine arki =an ruwe ne akus,"
1036,True,12,2,11,11,0,,,"ene cise okari sorekus inne aynu ray wa oka wa ruwe ne."""
1037,True,9,2,8,8,0,,,"sekor kane ne okkaypo utar hawoka ruwe ne akusu,"
1038,True,3,2,2,2,0,,,"orano a= sucihi,"
1039,True,10,2,9,9,0,,,"""tapne tapne ne wa orano hosipi ka a= ruska kusu"
1040,True,5,2,4,4,0,,,"ene an =an a korka,"
1041,True,4,2,3,3,0,,,"tane onnekaspa =an wa,"
1042,True,7,2,6,6,0,,,`makanak a= kor oper iki kusu he?'
1043,True,13,2,12,12,0,,,"sekor yaynu =an kor oka =an rapokke suy ene topattumi ek kusu ne,"
1044,True,7,2,6,6,0,,,"a= kor hat cise sorekusu an kuskeraypo,"
1045,True,13,2,12,12,0,,,"a= kor oper a= porore p a= kor hat cise ne wa kusu,"
1046,True,9,2,8,8,0,,,"hat punkar a= tuyere hine, karip a= kore ..."
1047,True,3,2,2,2,0,,,a= kar hine
1048,True,14,2,13,13,0,,,"apapa ta ne ya, puyar or_ ta ne ya a= racitkere rok pa p,"
1049,True,6,2,5,5,0,,,"nerok karip utar yayeymontasa pa hine,"
1050,True,8,2,7,7,0,,,"opitta a= ronnu pa ruwe ne korka oraun,"
1051,True,11,2,10,10,0,,,"ene a= kar h_i ka isam pa no oka ruwe ne."""
1052,True,9,2,8,8,0,,,"sekor kane a= kor huci hawean ruwe ne akus,"
1053,True,2,2,1,1,0,,,"""a= unarpehe"""
1054,True,7,2,6,6,0,,,"sekor haweoka kor a= sucihi kotetterke pa,"
1055,True,8,2,7,7,0,,,kasi ta ray ranke cis rok cis rok.
1056,True,2,2,1,1,0,,,"""a= turesi."""
1057,True,10,2,9,9,0,,,"sekor haweoka kor i= yaykomuraypa pa ruwe ne hine oraun,"
1058,True,9,2,8,8,0,,,konto nea karip utar hecawpa wa okay pa p
1059,True,10,2,9,9,0,,,"opitta a= ahupte kunak a= kor huci i= ye hine,"
1060,True,12,2,11,11,0,,,"a= ahupte hine ape etok ta a= ari p ne a p,"
1061,True,6,2,5,5,0,,,"konto nea poniwne noyne an okkaypo,"
1062,True,6,2,5,5,0,,,"nep se pa ruwe ne ya,"
1063,True,3,2,2,2,0,,,"sikehe sapte hine,"
1064,True,4,2,3,3,0,,,"wakkata hine suke hine,"
1065,True,8,2,7,7,0,,,"kam pirka h_i cep pirka h_i ne yakka,"
1066,True,4,2,3,3,0,,,"aep su esikte pa,"
1067,True,16,2,15,15,0,,,"ineapta keraan humas y_a ka a= eramiskari no ipe =an a =an a ruwe ne hine,"
1068,True,1,2,1,1,0,,,"orano,"
1069,True,8,2,7,7,0,,,kusu a= kor huci itak a itak a.
1070,True,3,2,2,2,0,,,ineapkusun karkuutari ...
1071,True,9,2,8,8,0,,,"karkuutari ... mippoutarihi payokay pa p ne kus ki,"
1072,True,12,2,11,11,0,,,"asinuma ka tanepo aynunukar =an pe ne kusu ki ruwe ne hine,"
1073,True,15,2,14,14,0,,,"ora konto nea karip utar a= kor a= yuputarihi inaw ke rok ke rok wa,"
1074,True,11,2,10,10,0,,,"inaw tumpu oro o h_ine hopunpare pa ruwe ne hine ora,"
1075,True,5,2,4,4,0,,,"""ne aynu utar anakne sorekusu,"
1076,True,10,2,9,9,0,,,"wen kewtum wen sampe kor iki pa p ne kusu,"
1077,True,5,2,4,4,0,,,"atteynemosir a= kooterke pa sinne."""
1078,True,3,2,2,2,0,,,"sekor hawean kor,"
1079,True,9,2,8,8,0,,,"""neno a= ari wa sorekusu toykomunin pa kusu ne"""
1080,True,5,2,4,4,0,,,sekor a= yuputari haweoka kor
1081,True,5,2,4,4,0,,,konto pon a= yupi ...
1082,True,6,2,5,5,0,,,"pon a= yupihi a= sucihi kay,"
1083,True,13,2,12,12,0,,,poro a= yupi hem a= kor pa p se hine orano paye =an.
1084,True,9,2,8,8,0,,,"asinuma anak apkasenitan =an tane ki p ne kusu,"
1085,True,15,2,14,14,0,,,"asinuma ka nep wa an pe a= kor wa okay pa p a= se hine,"
1086,True,5,2,4,4,0,,,orano paye =an ruwe ne.
1087,True,8,2,7,7,0,,,"eytasa sittuyma ka somo ki p ne ene,"
1088,True,7,2,6,6,0,,,"tunasno inne kotan poro kotan an h_ine,"
1089,True,10,2,9,9,0,,,kotan or_ ta kotan noski ta mosir pak cise an.
1090,True,6,2,5,5,0,,,"nani eun poro a= yupihi ahun,"
1091,True,14,2,13,13,0,,,"pon a= yupi ka a= kor huci kay hi neno an h_ine ahun hine,"
1092,True,4,2,3,3,0,,,"""hokure hokure ahun y_an."""
1093,True,7,2,6,6,0,,,"sekor a= i= ye p ne kusu,"
1094,True,15,2,14,14,0,,,"asinuma ka sike anpa hi neno oka =an ahup =an hine ki ruwe ne akusu,"
1095,True,12,2,11,11,0,,,"a= kor huci a= yupihi rankere h_ine mono a ruwe ne akus,"
1096,True,8,2,7,7,0,,,"nea cise kor poro sukup menoko an pe,"
1097,True,4,2,3,3,0,,,"""a= unarpehe somo ne."""
1098,True,5,2,4,4,0,,,"sekor hawean kor kotetterke wa,"
1099,True,7,2,6,6,0,,,"oraun nea poro sukup okkayo an pe,"
1100,True,4,2,3,3,0,,,"""a= unuhu somo ne."""
1101,True,5,2,4,4,0,,,"sekor hawean kor kotetterke wa,"
1102,True,5,2,4,4,0,,,sorekusu uka ta ray ranke
1103,True,4,2,3,3,0,,,cis rok cis rok.
1104,True,6,2,5,5,0,,,"rapok kotan or_ ta hawsitayki hine,"
1105,True,5,2,4,4,0,,,kotan epitta oka utar uekarpa.
1106,True,7,2,6,6,0,,,"orano a= sucihi kewe ehomsu pa kor,"
1107,True,16,2,15,15,0,,,"ora asinuma ne yakka sorekus i= ukomuraypa pa kor cis pa ruwe ne orano oka =an,"
1108,True,10,2,9,9,0,,,orano a= kor huci ineapkusun kotan kor utar ne yakka
1109,True,6,2,5,5,0,,,tanepo aynunukar =an pa p ne
1110,True,6,2,5,5,0,,,"kusu ki ruwe ne hine ora,"
1111,True,10,2,9,9,0,,,"Kusur emko wa ek topattumi ne yak a= ye kusu,"
1112,True,8,2,7,7,0,,,"sekor_ ne kor konto asinuma ka itura =an,"
1113,True,3,2,2,2,0,,,a= saha ohasinne.
1114,True,11,2,10,10,0,,,"apkasenitan =an tane ki pon menoko a= ne p ne kus,"
1115,True,12,2,11,11,0,,,"a= yuputari kotan kor utar a= otuwaspa utar a= yuputari siren h_ine,"
1116,True,10,2,9,9,0,,,"""tap neno tap neno payoka =an kor sirhanke p ne."""
1117,True,13,2,12,12,0,,,"sekor nea a= aca a= yuputarihi i= ye hine orano paye =an hine,"
1118,True,8,2,7,7,0,,,"Kusur emko ta paye =an ruwe ne akusu,"
1119,True,6,2,5,5,0,,,"hinak un nina humi as h_ine,"
1120,True,7,2,6,6,0,,,oro ta paye =an ruwe ne akus
1121,True,3,2,2,2,0,,,pon menoko ...
1122,True,7,2,6,6,0,,,pirka okere pon menoko tup oka hine
1123,True,8,2,7,7,0,,,"""mak iki wa okay pa p ne ya?"""
1124,True,7,2,6,6,0,,,"sekor a= yuputari kopispa ruwe ne akusu,"
1125,True,3,2,2,2,0,,,“tan Kusur_ ta
1126,True,5,2,4,4,0,,,ta ... ney wa ...
1127,True,17,2,16,16,0,,,"ney wa ka a= i= kay wa arki =an a hum ne pekor yaynu =an pa orano,"
1128,True,9,2,8,8,0,,,"ene nep a= kar yakka utura =an kane wa,"
1129,True,3,2,2,2,0,,,"patek payoka =an,"
1130,True,14,2,13,13,0,,,nep a= kar_ nina =an yakka nep a= kar yakka kina a= kar yakka
1131,True,8,2,7,7,0,,,"utura =an kane wa cis =an pa kor,"
1132,True,6,2,5,5,0,,,"hinak wa a= i= eikka wa,"
1133,True,16,2,15,15,0,,,hinak ta mak iki p an kor oka =an h_ine a= i= eikka apekor yaynu =an.
1134,True,13,2,12,12,0,,,"sekor utaspa haweoka =an kor ki ayne tane pakno oka =an ruwe ne."""
1135,True,3,2,2,2,0,,,sekor kane hawoka
1136,True,9,2,8,8,0,,,"""hawe ne ciki, iwak pa ciki ipe pa oraun,"
1137,True,8,2,7,7,0,,,"ney ta ka kira wa oka yak pirka."""
1138,True,6,2,5,5,0,,,"sekor a= yuputari hawoka hine ora,"
1139,True,6,2,5,5,0,,,"tane kotan hanke pe ne kusu,"
1140,True,13,2,12,12,0,,,"kotan or_ ta paye =an hine tane sironuman ne ki ruwe ne akusu,"
1141,True,11,2,10,10,0,,,inne kotan an h_ine kotan noski ta mosir pak cise an.
1142,True,8,2,7,7,0,,,"oro ta sorekusu ipuyaroposore a= yuputari ki akusu,"
1143,True,7,2,6,6,0,,,"tu pon menoko an tu okkaypo oka,"
1144,True,7,2,6,6,0,,,"poro sukup utar urorerok h_ine oka h_ine,"
1145,True,2,2,1,1,0,,,"nea kotankonnispa,"
1146,True,6,2,5,5,0,,,"""makanak a= kor_ ram konna kipipkipip."
1147,False,13,2,12,11,1,ja,humas hum,tane nep i= uk noyne tane nep i= otke noyne humas hum an.
1148,True,5,2,4,4,0,,,teeta kane a= poutari topattumi.
1149,True,17,2,16,16,0,,,"i= tura somo topattumi kusu oka utar_ topattumi kor a= sitoma p ne wa a= ye akusu,"
1150,True,15,2,14,14,0,,,"'tan a= kotanu panake ta un utar nep ka kar ka somo ki pa no,"
1151,True,16,2,15,15,0,,,topattumi patek ki wa eyayparoyki pa kor okay pa p ne a p i= siren pa.
1152,True,12,2,11,11,0,,,"a= kopan akusu isoatpa ne a= i= kar kunak a= ye ora,"
1153,True,26,2,25,25,0,,,"poro a= matnepo pon a= matnepo pon a= poho a= i= turare ne a p, hekattar_ ne pa korka ki pa p ne a p ora,"
1154,True,12,2,11,11,0,,,"tokap topattumi ne kusu nen ka a= kirare ka somo ki no,"
1155,True,11,2,10,10,0,,,"sorekusu aoka anak sinep poka a= tuye ka somo ki no,"
1156,True,6,2,5,5,0,,,heru i= tura takup a= ki.'
1157,True,7,2,6,6,0,,,sekor hawoka kor eci= hosippa ruwe ne.
1158,True,10,2,9,9,0,,,"makanak ki somo kamuy iruska an wa ki hum an."""
1159,True,12,2,11,11,0,,,"sekor nea cise kor_ nispa hawean kor hopuni hine orikikutkor hine an,"
1160,True,3,2,2,2,0,,,"rapokke a= yuputari,"
1161,True,5,2,4,4,0,,,“hnta eci= ye hawe an.
1162,True,8,2,7,7,0,,,"na ar suy ne ye yan ye yan."""
1163,True,10,2,9,9,0,,,"sekor a= yuputari haweoka kusu, a= nu ewen pe koraci"
1164,True,5,2,4,4,0,,,"nea nispa neno hawean h_ine,"
1165,True,1,2,1,1,0,,,"orano,"
1166,True,13,2,12,12,0,,,"""tapne kane ne wa nea kotan or_ ta a= sucihi patek siknu wa,"
1167,True,9,2,8,8,0,,,"tan a= matakihi ... a= turesihi turano oka wa,"
1168,True,6,2,5,5,0,,,"a= pa wa arki =an korka,"
1169,True,12,2,11,11,0,,,"sorekusu a= kor huci a= erampokiwen wa iki wa iki pa p,"
1170,True,11,2,10,10,0,,,a= ronnu sorekusu cise okari hinta tuypa p hinta ray ...
1171,True,3,2,2,2,0,,,"ronnu pa p,"
1172,True,7,2,6,6,0,,,"pon cise an pe okari ki p,"
1173,True,13,2,12,12,0,,,"hat punkar kamuy a= kor huci sermakkor wa karip kar wa ki wa,"
1174,True,4,2,3,3,0,,,"ani a= ronnu korka,"
1175,True,6,2,5,5,0,,,"'hekattar hene siknu wa oka yakun,"
1176,True,7,2,6,6,0,,,imakake ta mak suy iki pa wa.'
1177,True,5,2,4,4,0,,,"sekor yaynu =an pa kusu,"
1178,True,4,2,3,3,0,,,"arki =an ruwe ne."""
1179,True,2,2,1,1,0,,,"sekor kane,"
1180,True,11,2,10,10,0,,,"“sorekusu a= acaha kor pa p ne ya eikka pa kusu,"
1181,True,6,2,5,5,0,,,ora kotan ka uhuyka pa wa
1182,True,18,2,17,17,0,,,oro ta a= sucihi tasiro ani ki mose wa ani pon cise kar wa oro ta oka wa
1183,True,12,2,11,11,0,,,"a= kor huci ka tan a= turesi ka a= pa ruwe ne."""
1184,True,5,2,4,4,0,,,sekor poro a= yupi hawean.
1185,True,13,2,12,12,0,,,"orano nea nispa i= tamkasure i= tamtespare kor ki ruwe ne hine ora,"
1186,True,10,2,9,9,0,,,"""hetak a= matnepoutari suke wa a= kor okkaypoutari ipere wa,"
1187,True,10,2,9,9,0,,,"oraun hoski san =an wa hosipi =an kusu ne kusu."""
1188,True,5,2,4,4,0,,,"sekor nea nispa hawean kor,"
1189,True,7,2,6,6,0,,,"soyne akusu ora siranke p ne noyne,"
1190,True,5,2,4,4,0,,,"tunasno hosipi hine ek ine,"
1191,True,4,2,3,3,0,,,"""tane pirka ruwe ne."""
1192,True,2,2,1,1,0,,,sekor hawean.
1193,True,6,2,5,5,0,,,"ne ora ipe =an pa ora,"
1194,True,10,2,9,9,0,,,cise kor okkaypoutari i= tura hine sap =an ruwe ne.
1195,True,9,2,8,8,0,,,"aoka anakne sinep ka a= tuye somo ki korka,"
1196,True,10,2,9,9,0,,,"hekattar_ ne pekor onne utar_ ne pekor patek oka hine,"
1197,True,8,2,7,7,0,,,"opitta seta kikir a= kotuypa ruwe ne hine,"
1198,True,8,2,7,7,0,,,"orano konto arki =an h_ine rewsioka =an ora,"
1199,True,13,2,12,12,0,,,"isimne … isimne suy sap =an wa inkar =an pa ruwe ne akus,"
1200,True,8,2,7,7,0,,,"a= yup … a= poro a= yupihi utari,"
1201,True,11,2,10,10,0,,,"“sorekusu yayipere yayimire easkay pakno oka =an nispa ne rokoka kus,"
1202,True,9,2,8,8,0,,,kotan kor utar kor_ rusuy pe uyna pa wa
1203,True,9,2,8,8,0,,,"aoka anakne a= sak pe ka somo ne kusu,"
1204,True,17,2,16,16,0,,,"kotan kor utar kor_ rusuy pa p coypep ne yakka nep ne yakka uyna wa paye kor,"
1205,True,5,2,4,4,0,,,"okake a= uhuyka kusu ne."""
1206,True,1,2,1,1,0,,,"sekor,"
1207,True,5,2,4,4,0,,,"“kotan a= uhuyka kusu ne."""
1208,True,6,2,5,5,0,,,"sekor poro a= yupi hawean h_ine,"
1209,True,9,2,8,8,0,,,"kotan kor utar i= tura hine, sap pa hine"
1210,True,9,2,8,8,0,,,"orano kor_ rusuy pa p inne utar uyna hine,"
1211,True,12,2,11,11,0,,,"hi ora okake an y_akne kotan a= nuyeotke ruwe ne hine orano,"
1212,True,3,2,2,2,0,,,arki =an h_ine
1213,True,23,2,22,22,0,,,ne a= aca … onne nispa kotan kor Kusur emko kor_ nispa oro ta tori =an h_ine oka =an h_ine ruwe ne akusu
1214,True,13,2,12,12,0,,,"konto poniwne pon menoko pon a= yupihi tura kunak ye ruwe ne akusu,"
1215,True,8,2,7,7,0,,,"“tuyma yakka neno ne yak aynueniste nispaeniste =an."""
1216,True,7,2,6,6,0,,,"sekor kotankonnispa hawean kor ki hine ora,"
1217,True,9,2,8,8,0,,,"tures kor utar a= turesihi rura hine h_i orano,"
1218,True,12,2,11,11,0,,,"arki =an ruwe ne hine a= uni ta arki =an wa orano,"
1219,True,10,2,9,9,0,,,a= acaha pasrota a pasrota a kor orano oka =an.
1220,True,14,2,13,13,0,,,"nep a= e rusuy ka nep a= kor_ rusuy ka orano somo ki no,"
1221,True,2,2,1,1,0,,,"ora konto,"
1222,True,14,2,13,13,0,,,"""nea poniwne menoko, Kusur wa a= tura poniwne menoko a= yupihi ewtanne yak pirka."""
1223,True,8,2,7,7,0,,,"sekor pon a= yupi hawean pe ne kusu,"
1224,True,15,2,14,14,0,,,"konto pon a= yupi … poro a= yupi Kusur wa ek menoko ewtanne hine ora,"
1225,True,19,2,18,18,0,,,"poro a= saha Kusur wa a= tura poniwne okkaypo a= yuputari turare hine orano oka =an ruwe ne ora,"
1226,True,5,2,4,4,0,,,a= aca ene hawean h_i
1227,True,18,2,17,17,0,,,"""a= unarpe a= unar … a= unuhu a= kor a= matkarkuhu i= koyantone hi ka a= eoripak kus"
1228,True,11,2,10,10,0,,,"sinna cise a= kar wa oro ta a= anu yak pirka."""
1229,True,8,2,7,7,0,,,"sekor a= aca hawean h_i orano cisekar =an,"
1230,True,9,2,8,8,0,,,"pirka cise kar pa a= utari ki hine orano,"
1231,True,13,2,12,12,0,,,"a= acaha pirka kor pe puyar kari apa kari soy a= o hine,"
1232,True,7,2,6,6,0,,,i= turano a= sucihi i= turano an.
1233,True,10,2,9,9,0,,,"pon a= yupihi i= ka oyki kor oka =an ayne,"
1234,True,10,2,9,9,0,,,poro =an h_i ora pon a= yupihi a= ewtanne hine
1235,True,8,2,7,7,0,,,"a= sucihi kasi a= oyki paro a= oyki,"
1236,True,10,2,9,9,0,,,"rapokke pokor =an siri ka a= sucihi nukar kor orano,"
1237,True,7,2,6,6,0,,,"ki sak kuni ne a= komuy wa,"
1238,True,12,2,11,11,0,,,"esipinpa p a= huraypa ne ya a= komuy ne ya ki wa,"
1239,True,5,2,4,4,0,,,a= sucihi pirkano a= resu.
1240,True,17,2,16,16,0,,,"onne h_i orano aep ne yakka hapunno a= supa wa paro a= o ne ya ki kor,"
1241,True,15,2,14,14,0,,,"""a= kor oper an kuskeraypo onne ne manu p a= ki oasi humi an a."""
1242,True,8,2,7,7,0,,,sekor a= kor huci hawean kor i= henkotpa.
1243,True,16,2,15,15,0,,,"mippo ka naa ... a= kor siri nukar kor a= kor huci i= hoppa okake ta,"
1244,True,8,2,7,7,0,,,"pak katkemat isam katkemat ne wa neampe kusu,"
1245,True,9,2,8,8,0,,,"Kusur emko un utar Iskar emko kor utar ukopayoka,"
1246,True,12,2,11,11,0,,,"sine utar_ ne sine apa ne ukar pa kor oka =an ayne,"
1247,True,11,2,10,10,0,,,tane asinuma ka a= poutari rupne wa a= poutari ami ...
1248,True,4,2,3,3,0,,,"pokoinne =an a korka,"
1249,True,14,2,13,13,0,,,"a= poutari hinaan oka h_ike uwehosi iki pa siri ka isam no ki ayne,"
